episode,cart_position,cart_velocity,pole_angle,pole_angular_velocity,action,counterfactual,reward,new_cart_position,new_cart_velocity,new_pole_angle,new_pole_angular_velocity,q_values
29,-2.1512744,-1.8264339,0.011036924,1.2263249,1,,1.0,-2.187803,-1.6314558,0.03556342,0.93712026,"[16.175308, 16.331964]"
29,-2.187803,-1.6314558,0.03556342,0.93712026,0,,1.0,-2.220432,-1.8270388,0.054305825,1.2407627,"[17.09856, 16.796642]"
29,-2.220432,-1.8270388,0.054305825,1.2407627,1,,1.0,-2.256973,-1.6326544,0.07912108,0.9655742,"[16.251848, 16.553095]"
29,-2.256973,-1.6326544,0.07912108,0.9655742,0,,1.0,-2.2896261,-1.8287449,0.09843256,1.282027,"[17.260855, 17.09156]"
29,-2.2896261,-1.8287449,0.09843256,1.282027,1,,1.0,-2.326201,-1.6350049,0.1240731,1.021716,"[16.315283, 16.815498]"
29,-2.326201,-1.6350049,0.1240731,1.021716,1,,1.0,-2.358901,-1.4417346,0.14450742,0.77042323,"[17.230059, 17.30834]"
29,-2.358901,-1.4417346,0.14450742,0.77042323,1,,1.0,-2.3877356,-1.2488656,0.1599159,0.5264727,"[17.087143, 17.680466]"
29,-2.3877356,-1.2488656,0.1599159,0.5264727,1,,0.0,-2.412713,-1.0563124,0.17044534,0.28814325,"[16.798359, 17.962177]"
30,-0.01658427,0.023740966,-0.0009628362,-0.03126093,0,0.0,1.0,-0.01610945,-0.17136717,-0.0015880548,0.26111805,"[17.79525, 18.58377]"
30,-0.01610945,-0.17136717,-0.0015880548,0.26111805,1,,1.0,-0.019536793,0.02377742,0.0036343064,-0.03206534,"[17.873985, 18.598621]"
30,-0.019536793,0.02377742,0.0036343064,-0.03206534,1,,1.0,-0.019061245,0.21884707,0.0029929995,-0.3235994,"[17.751785, 18.567215]"
30,-0.019061245,0.21884707,0.0029929995,-0.3235994,1,,1.0,-0.014684304,0.41392627,-0.0034789883,-0.61533695,"[18.688309, 18.823696]"
30,-0.014684304,0.41392627,-0.0034789883,-0.61533695,0,,1.0,-0.0064057787,0.2188531,-0.015785728,-0.32375178,"[19.328428, 18.325499]"
30,-0.0064057787,0.2188531,-0.015785728,-0.32375178,0,,1.0,-0.0020287165,0.023959441,-0.022260763,-0.03608853,"[18.766964, 18.752777]"
30,-0.0020287165,0.023959441,-0.022260763,-0.03608853,1,,1.0,-0.0015495276,0.21939343,-0.022982534,-0.335711,"[18.116152, 18.702595]"
30,-0.0015495276,0.21939343,-0.022982534,-0.335711,0,,1.0,0.0028383408,0.024605962,-0.029696753,-0.050363235,"[18.839964, 18.70426]"
30,0.0028383408,0.024605962,-0.029696753,-0.050363235,1,,1.0,0.00333046,0.22014087,-0.030704018,-0.35226583,"[18.268982, 18.760124]"
30,0.00333046,0.22014087,-0.030704018,-0.35226583,0,,1.0,0.0077332775,0.02546869,-0.037749335,-0.06942076,"[18.919529, 18.622187]"
30,0.0077332775,0.02546869,-0.037749335,-0.06942076,1,,1.0,0.008242651,0.22111094,-0.03913775,-0.37377074,"[18.48711, 18.825115]"
30,0.008242651,0.22111094,-0.03913775,-0.37377074,0,,1.0,0.01266487,0.02656617,-0.046613164,-0.09368061,"[19.012964, 18.480421]"
30,0.01266487,0.02656617,-0.046613164,-0.09368061,1,,1.0,0.013196194,0.22232415,-0.048486777,-0.40069795,"[18.737194, 18.872389]"
30,0.013196194,0.22232415,-0.048486777,-0.40069795,0,,1.0,0.017642677,0.027922308,-0.056500737,-0.12368742,"[19.1273, 18.258484]"
30,0.017642677,0.027922308,-0.056500737,-0.12368742,0,,1.0,0.018201122,-0.16634658,-0.058974486,0.15064852,"[18.84878, 18.765741]"
30,0.018201122,-0.16634658,-0.058974486,0.15064852,0,,1.0,0.014874191,-0.36057663,-0.055961516,0.42415866,"[18.80828, 18.78561]"
30,0.014874191,-0.36057663,-0.055961516,0.42415866,1,,1.0,0.0076626586,-0.16470845,-0.04747834,0.11437221,"[18.806559, 18.878471]"
30,0.0076626586,-0.16470845,-0.04747834,0.11437221,1,,1.0,0.0043684896,0.03106052,-0.045190897,-0.19290371,"[18.620115, 18.65143]"
30,0.0043684896,0.03106052,-0.045190897,-0.19290371,0,,1.0,0.0049897,-0.1633868,-0.04904897,0.085187905,"[18.787338, 18.7495]"
30,0.0049897,-0.1633868,-0.04904897,0.085187905,0,,1.0,0.0017219636,-0.35777262,-0.047345214,0.36200133,"[18.550388, 18.529303]"
30,0.0017219636,-0.35777262,-0.047345214,0.36200133,1,,1.0,-0.0054334886,-0.16201082,-0.040105186,0.054773375,"[18.712223, 18.820097]"
30,-0.0054334886,-0.16201082,-0.040105186,0.054773375,0,,1.0,-0.008673705,-0.35653543,-0.03900972,0.33453795,"[18.430605, 18.35841]"
30,-0.008673705,-0.35653543,-0.03900972,0.33453795,1,,1.0,-0.015804414,-0.16088064,-0.03231896,0.029813057,"[18.6228, 18.771282]"
30,-0.015804414,-0.16088064,-0.03231896,0.029813057,0,,1.0,-0.019022027,-0.35552457,-0.0317227,0.31212637,"[18.44707, 18.30577]"
30,-0.019022027,-0.35552457,-0.0317227,0.31212637,1,,1.0,-0.026132518,-0.15996538,-0.025480172,0.00961026,"[18.527222, 18.724615]"
30,-0.026132518,-0.15996538,-0.025480172,0.00961026,0,,1.0,-0.029331826,-0.3547128,-0.025287965,0.29414624,"[18.46953, 18.336279]"
30,-0.029331826,-0.3547128,-0.025287965,0.29414624,1,,1.0,-0.036426082,-0.15923963,-0.01940504,-0.006403664,"[18.440403, 18.687311]"
30,-0.036426082,-0.15923963,-0.01940504,-0.006403664,0,,1.0,-0.039610874,-0.354078,-0.019533115,0.28009412,"[18.472834, 18.403769]"
30,-0.039610874,-0.354078,-0.019533115,0.28009412,1,,1.0,-0.046692435,-0.15868293,-0.0139312325,-0.018684931,"[18.399553, 18.666964]"
30,-0.046692435,-0.15868293,-0.0139312325,-0.018684931,0,,1.0,-0.049866095,-0.35360235,-0.014304931,0.26957017,"[18.46174, 18.456459]"
30,-0.049866095,-0.35360235,-0.014304931,0.26957017,1,,1.0,-0.05693814,-0.15827921,-0.008913527,-0.02759006,"[18.377583, 18.665493]"
30,-0.05693814,-0.15827921,-0.008913527,-0.02759006,1,,1.0,-0.060103726,0.03696942,-0.009465328,-0.32307193,"[18.45083, 18.519073]"
30,-0.060103726,0.03696942,-0.009465328,-0.32307193,0,,1.0,-0.059364337,-0.15801647,-0.015926767,-0.033388942,"[18.886114, 18.489784]"
30,-0.059364337,-0.15801647,-0.015926767,-0.033388942,0,,1.0,-0.06252467,-0.35290647,-0.016594546,0.25422668,"[18.493206, 18.463228]"
30,-0.06252467,-0.35290647,-0.016594546,0.25422668,1,,1.0,-0.0695828,-0.15755154,-0.011510013,-0.04364392,"[18.428398, 18.648003]"
30,-0.0695828,-0.15755154,-0.011510013,-0.04364392,1,,1.0,-0.07273383,0.037733555,-0.012382891,-0.33993602,"[18.485664, 18.527718]"
30,-0.07273383,0.037733555,-0.012382891,-0.33993602,0,,1.0,-0.07197916,-0.15721004,-0.019181611,-0.05118354,"[18.8844, 18.374601]"
30,-0.07197916,-0.15721004,-0.019181611,-0.05118354,0,,1.0,-0.075123355,-0.35205176,-0.020205282,0.23538624,"[18.524794, 18.454191]"
30,-0.075123355,-0.35205176,-0.020205282,0.23538624,1,,1.0,-0.08216439,-0.15664706,-0.015497557,-0.06360095,"[18.485561, 18.609161]"
30,-0.08216439,-0.15664706,-0.015497557,-0.06360095,0,,1.0,-0.08529733,-0.35154343,-0.016769577,0.22415239,"[18.511505, 18.496305]"
30,-0.08529733,-0.35154343,-0.016769577,0.22415239,1,,1.0,-0.0923282,-0.15618585,-0.012286529,-0.07377278,"[18.463968, 18.598907]"
30,-0.0923282,-0.15618585,-0.012286529,-0.07377278,1,,1.0,-0.095451914,0.03911007,-0.013761984,-0.3703067,"[18.496363, 18.542]"
30,-0.095451914,0.03911007,-0.013761984,-0.3703067,0,,1.0,-0.094669715,-0.15581368,-0.021168118,-0.08199465,"[18.879604, 18.192036]"
30,-0.094669715,-0.15581368,-0.021168118,-0.08199465,0,,1.0,-0.09778599,-0.3506259,-0.022808012,0.20393524,"[18.56476, 18.473799]"
30,-0.09778599,-0.3506259,-0.022808012,0.20393524,1,,1.0,-0.10479851,-0.15518531,-0.018729307,-0.09585435,"[18.510946, 18.541176]"
30,-0.10479851,-0.15518531,-0.018729307,-0.09585435,0,,1.0,-0.107902214,-0.3500339,-0.020646393,0.19086115,"[18.574364, 18.50744]"
30,-0.107902214,-0.3500339,-0.020646393,0.19086115,1,,1.0,-0.11490289,-0.15462275,-0.01682917,-0.10826269,"[18.484018, 18.531641]"
30,-0.11490289,-0.15462275,-0.01682917,-0.10826269,0,,1.0,-0.117995344,-0.34949955,-0.018994424,0.17906357,"[18.576971, 18.530657]"
30,-0.117995344,-0.34949955,-0.018994424,0.17906357,1,,1.0,-0.12498534,-0.15411101,-0.015413152,-0.1195504,"[18.479698, 18.51326]"
30,-0.12498534,-0.15411101,-0.015413152,-0.1195504,0,,1.0,-0.12806755,-0.34900877,-0.01780416,0.16823024,"[18.598122, 18.543951]"
30,-0.12806755,-0.34900877,-0.01780416,0.16823024,1,,1.0,-0.13504773,-0.15363656,-0.014439556,-0.13001578,"[18.478273, 18.501074]"
30,-0.13504773,-0.15363656,-0.014439556,-0.13001578,0,,1.0,-0.13812047,-0.3485487,-0.01703987,0.1580769,"[18.614925, 18.543192]"
30,-0.13812047,-0.3485487,-0.01703987,0.1580769,1,,1.0,-0.14509144,-0.153187,-0.013878333,-0.1399326,"[18.483898, 18.498268]"
30,-0.14509144,-0.153187,-0.013878333,-0.1399326,0,,1.0,-0.14815518,-0.34810746,-0.016676985,0.14833982,"[18.62499, 18.535404]"
30,-0.14815518,-0.34810746,-0.016676985,0.14833982,1,,1.0,-0.15511733,-0.15275072,-0.013710189,-0.14955735,"[18.484993, 18.489662]"
30,-0.15511733,-0.15275072,-0.013710189,-0.14955735,0,,1.0,-0.15817234,-0.34767368,-0.016701335,0.13876896,"[18.626568, 18.51348]"
30,-0.15817234,-0.34767368,-0.016701335,0.13876896,0,,1.0,-0.16512582,-0.54255253,-0.013925957,0.42613643,"[18.493748, 18.475779]"
30,-0.16512582,-0.54255253,-0.013925957,0.42613643,1,,1.0,-0.17597687,-0.3472361,-0.005403228,0.12909614,"[18.167189, 18.434923]"
30,-0.17597687,-0.3472361,-0.005403228,0.12909614,1,,1.0,-0.18292159,-0.15203716,-0.0028213053,-0.16528653,"[18.424095, 18.505747]"
30,-0.18292159,-0.15203716,-0.0028213053,-0.16528653,0,,1.0,-0.18596233,-0.34711862,-0.0061270357,0.12650502,"[18.603825, 18.513245]"
30,-0.18596233,-0.34711862,-0.0061270357,0.12650502,1,,1.0,-0.19290471,-0.15190943,-0.0035969354,-0.1681046,"[18.43819, 18.491896]"
30,-0.19290471,-0.15190943,-0.0035969354,-0.1681046,0,,1.0,-0.1959429,-0.3469797,-0.0069590276,0.12344143,"[18.595692, 18.485754]"
30,-0.1959429,-0.3469797,-0.0069590276,0.12344143,1,,1.0,-0.20288248,-0.15175875,-0.004490199,-0.17142886,"[18.450443, 18.473457]"
30,-0.20288248,-0.15175875,-0.004490199,-0.17142886,0,,1.0,-0.20591766,-0.34681615,-0.007918776,0.11983418,"[18.584852, 18.452427]"
30,-0.20591766,-0.34681615,-0.007918776,0.11983418,0,,1.0,-0.21285398,-0.54182374,-0.0055220923,0.4100083,"[18.452585, 18.444956]"
30,-0.21285398,-0.54182374,-0.0055220923,0.4100083,1,,1.0,-0.22369047,-0.34662396,0.002678074,0.1155896,"[18.04795, 18.404202]"
30,-0.22369047,-0.34662396,0.002678074,0.1155896,1,,1.0,-0.23062295,-0.15154047,0.0049898657,-0.17624722,"[18.361929, 18.397217]"
30,-0.23062295,-0.15154047,0.0049898657,-0.17624722,0,,1.0,-0.23365375,-0.34673348,0.0014649214,0.118005656,"[18.489906, 18.444141]"
30,-0.23365375,-0.34673348,0.0014649214,0.118005656,1,,1.0,-0.24058841,-0.15163255,0.0038250345,-0.17421474,"[18.366701, 18.37072]"
30,-0.24058841,-0.15163255,0.0038250345,-0.17421474,0,,1.0,-0.24362107,-0.34680903,0.00034073973,0.1196724,"[18.45074, 18.449118]"
30,-0.24362107,-0.34680903,0.00034073973,0.1196724,0,,1.0,-0.25055724,-0.54193586,0.0027341878,0.4124628,"[18.369177, 18.342258]"
30,-0.25055724,-0.54193586,0.0027341878,0.4124628,1,,1.0,-0.26139596,-0.34685278,0.010983444,0.120643124,"[18.038593, 18.370993]"
30,-0.26139596,-0.34685278,0.010983444,0.120643124,0,,1.0,-0.26833302,-0.54213035,0.013396307,0.4167709,"[18.295042, 18.284435]"
30,-0.26833302,-0.54213035,0.013396307,0.4167709,1,,1.0,-0.27917564,-0.34720078,0.021731725,0.12834118,"[17.991186, 18.323189]"
30,-0.27917564,-0.34720078,0.021731725,0.12834118,0,,1.0,-0.28611964,-0.5426272,0.024298549,0.4278002,"[18.269903, 18.218136]"
30,-0.28611964,-0.5426272,0.024298549,0.4278002,1,,1.0,-0.2969722,-0.34785768,0.032854553,0.14287522,"[18.024906, 18.384054]"
30,-0.2969722,-0.34785768,0.032854553,0.14287522,0,,1.0,-0.30392936,-0.5434344,0.035712056,0.44573945,"[18.340818, 18.291822]"
30,-0.30392936,-0.5434344,0.035712056,0.44573945,1,,1.0,-0.31479803,-0.34883538,0.044626847,0.1645242,"[18.051113, 18.427738]"
30,-0.31479803,-0.34883538,0.044626847,0.1645242,0,,1.0,-0.32177475,-0.5445668,0.04791733,0.47094497,"[18.437391, 18.429163]"
30,-0.32177475,-0.5445668,0.04791733,0.47094497,1,,1.0,-0.33266607,-0.3501533,0.05733623,0.19374172,"[18.06835, 18.482426]"
30,-0.33266607,-0.3501533,0.05733623,0.19374172,1,,1.0,-0.33966914,-0.1558964,0.061211064,-0.08031718,"[18.419165, 18.507563]"
30,-0.33966914,-0.1558964,0.061211064,-0.08031718,1,,1.0,-0.34278706,0.038297098,0.05960472,-0.35307708,"[18.19848, 18.420673]"
30,-0.34278706,0.038297098,0.05960472,-0.35307708,0,,1.0,-0.34202114,-0.15761954,0.05254318,-0.042210583,"[18.512653, 18.50149]"
30,-0.34202114,-0.15761954,0.05254318,-0.042210583,1,,1.0,-0.3451735,0.036711127,0.051698968,-0.3178637,"[18.196768, 18.457098]"
30,-0.3451735,0.036711127,0.051698968,-0.3178637,1,,1.0,-0.3444393,0.23106007,0.045341693,-0.5938049,"[18.494738, 18.521038]"
30,-0.3444393,0.23106007,0.045341693,-0.5938049,0,,1.0,-0.3398181,0.035333768,0.033465594,-0.28719127,"[18.956676, 18.435356]"
30,-0.3398181,0.035333768,0.033465594,-0.28719127,1,,1.0,-0.33911142,0.22996289,0.027721768,-0.5691344,"[18.475296, 18.555609]"
30,-0.33911142,0.22996289,0.027721768,-0.5691344,0,,1.0,-0.33451217,0.034463312,0.01633908,-0.2678486,"[18.976377, 18.393852]"
30,-0.33451217,0.034463312,0.01633908,-0.2678486,1,,1.0,-0.3338229,0.22934832,0.010982108,-0.5553336,"[18.481813, 18.590122]"
30,-0.3338229,0.22934832,0.010982108,-0.5553336,0,,1.0,-0.32923594,0.034073904,-0.000124564,-0.25921097,"[19.007658, 18.329922]"
30,-0.32923594,0.034073904,-0.000124564,-0.25921097,1,,1.0,-0.32855445,0.22919764,-0.0053087836,-0.55193317,"[18.517841, 18.624454]"
30,-0.32855445,0.22919764,-0.0053087836,-0.55193317,0,,1.0,-0.3239705,0.03415064,-0.016347447,-0.26092762,"[19.041576, 18.22924]"
30,-0.3239705,0.03415064,-0.016347447,-0.26092762,1,,1.0,-0.3232875,0.2295021,-0.021566,-0.55872154,"[18.584265, 18.641357]"
30,-0.3232875,0.2295021,-0.021566,-0.55872154,0,,1.0,-0.31869745,0.034689393,-0.032740433,-0.2729104,"[19.05663, 18.06154]"
30,-0.31869745,0.034689393,-0.032740433,-0.2729104,0,,1.0,-0.31800365,-0.15995046,-0.03819864,0.00926897,"[18.668453, 18.645887]"
30,-0.31800365,-0.15995046,-0.03819864,0.00926897,0,,1.0,-0.32120267,-0.35450438,-0.03801326,0.28965926,"[18.582962, 18.538988]"
30,-0.32120267,-0.35450438,-0.03801326,0.28965926,0,,1.0,-0.32829276,-0.5490642,-0.032220073,0.57011503,"[18.62817, 18.32651]"
30,-0.32829276,-0.5490642,-0.032220073,0.57011503,0,,1.0,-0.33927405,-0.7437199,-0.020817773,0.8524758,"[18.582178, 18.462372]"
30,-0.33927405,-0.7437199,-0.020817773,0.8524758,0,,1.0,-0.35414845,-0.9385519,-0.0037682566,1.1385406,"[18.588232, 18.506618]"
30,-0.35414845,-0.9385519,-0.0037682566,1.1385406,1,,1.0,-0.37291947,-0.7433809,0.019002557,0.8446783,"[18.147747, 18.547188]"
30,-0.37291947,-0.7433809,0.019002557,0.8446783,0,0.0,1.0,-0.3877871,-0.9387569,0.035896122,1.1432759,"[18.428686, 18.628132]"
30,-0.3877871,-0.9387569,0.035896122,1.1432759,1,,1.0,-0.40656224,-0.7441219,0.058761638,0.8620626,"[17.928091, 18.618027]"
30,-0.40656224,-0.7441219,0.058761638,0.8620626,1,,1.0,-0.42144465,-0.5498472,0.07600289,0.5884195,"[18.00793, 18.528324]"
30,-0.42144465,-0.5498472,0.07600289,0.5884195,1,,1.0,-0.43244162,-0.3558672,0.08777128,0.32061285,"[17.706062, 18.448994]"
30,-0.43244162,-0.3558672,0.08777128,0.32061285,1,,1.0,-0.43955895,-0.16209772,0.094183534,0.05684911,"[18.042171, 18.68977]"
30,-0.43955895,-0.16209772,0.094183534,0.05684911,1,,1.0,-0.4428009,0.03155644,0.09532052,-0.20469569,"[18.248652, 18.817009]"
30,-0.4428009,0.03155644,0.09532052,-0.20469569,1,,1.0,-0.4421698,0.22519517,0.09122661,-0.46585342,"[18.465643, 18.896332]"
30,-0.4421698,0.22519517,0.09122661,-0.46585342,0,,1.0,-0.43766588,0.02891062,0.08190954,-0.14586747,"[18.872108, 18.852001]"
30,-0.43766588,0.02891062,0.08190954,-0.14586747,1,,1.0,-0.43708766,0.22276986,0.07899219,-0.4116269,"[18.495827, 19.003069]"
30,-0.43708766,0.22276986,0.07899219,-0.4116269,1,,1.0,-0.43263227,0.41668835,0.07075965,-0.678398,"[18.913185, 18.938967]"
30,-0.43263227,0.41668835,0.07075965,-0.678398,0,,1.0,-0.4242985,0.22065842,0.05719169,-0.364303,"[19.234993, 18.906685]"
30,-0.4242985,0.22065842,0.05719169,-0.364303,0,,1.0,-0.41988534,0.024772279,0.049905628,-0.054149006,"[19.00593, 18.934696]"
30,-0.41988534,0.024772279,0.049905628,-0.054149006,1,,1.0,-0.41938987,0.21914445,0.04882265,-0.3306781,"[18.603943, 19.0926]"
30,-0.41938987,0.21914445,0.04882265,-0.3306781,0,,1.0,-0.415007,0.023362746,0.042209085,-0.023007324,"[19.060589, 18.97053]"
30,-0.415007,0.023362746,0.042209085,-0.023007324,1,,1.0,-0.41453975,0.21785475,0.04174894,-0.3020797,"[18.674774, 19.14253]"
30,-0.41453975,0.21785475,0.04174894,-0.3020797,0,,1.0,-0.41018265,0.02216342,0.035707347,0.0034721405,"[19.105484, 18.994308]"
30,-0.41018265,0.02216342,0.035707347,0.0034721405,1,,1.0,-0.40973938,0.21675557,0.03577679,-0.27773428,"[18.729946, 19.175041]"
30,-0.40973938,0.21675557,0.03577679,-0.27773428,0,,1.0,-0.40540427,0.021141965,0.030222103,0.02601448,"[19.161901, 19.010962]"
30,-0.40540427,0.021141965,0.030222103,0.02601448,1,,1.0,-0.40498143,0.21581776,0.030742392,-0.2569819,"[18.770306, 19.194613]"
30,-0.40498143,0.21581776,0.030742392,-0.2569819,0,,1.0,-0.40066507,0.0202707,0.025602754,0.04523692,"[19.210829, 19.02765]"
30,-0.40066507,0.0202707,0.025602754,0.04523692,1,,1.0,-0.40025964,0.21501634,0.026507493,-0.23925942,"[18.812956, 19.217243]"
30,-0.40025964,0.21501634,0.026507493,-0.23925942,0,,1.0,-0.39595932,0.019525941,0.021722304,0.061665453,"[19.237925, 19.035421]"
30,-0.39595932,0.019525941,0.021722304,0.061665453,1,,1.0,-0.39556882,0.21432982,0.022955613,-0.22408557,"[18.831755, 19.23861]"
30,-0.39556882,0.21432982,0.022955613,-0.22408557,0,,1.0,-0.3912822,0.018887423,0.018473903,0.075749144,"[19.258816, 19.041437]"
30,-0.3912822,0.018887423,0.018473903,0.075749144,1,,1.0,-0.39090446,0.21373972,0.019988885,-0.21104842,"[18.858084, 19.264442]"
30,-0.39090446,0.21373972,0.019988885,-0.21104842,0,,1.0,-0.38662967,0.018337766,0.015767917,0.087872304,"[19.277082, 19.056904]"
30,-0.38662967,0.018337766,0.015767917,0.087872304,1,,1.0,-0.38626292,0.2132302,0.017525362,-0.19979441,"[18.877357, 19.285086]"
30,-0.38626292,0.2132302,0.017525362,-0.19979441,0,,1.0,-0.3819983,0.017862026,0.013529474,0.098365024,"[19.288963, 19.068253]"
30,-0.3819983,0.017862026,0.013529474,0.098365024,1,,1.0,-0.38164106,0.21278748,0.015496775,-0.19001886,"[18.894325, 19.301023]"
30,-0.38164106,0.21278748,0.015496775,-0.19001886,0,,1.0,-0.37738532,0.017447302,0.011696397,0.1075121,"[19.300816, 19.080282]"
30,-0.37738532,0.017447302,0.011696397,0.1075121,1,,1.0,-0.37703636,0.2123997,0.01384664,-0.18145785,"[18.90969, 19.314232]"
30,-0.37703636,0.2123997,0.01384664,-0.18145785,0,,1.0,-0.37278837,0.017082384,0.010217482,0.11556084,"[19.309544, 19.092165]"
30,-0.37278837,0.017082384,0.010217482,0.11556084,1,,1.0,-0.37244675,0.21205646,0.0125287,-0.17388111,"[18.927994, 19.329906]"
30,-0.37244675,0.21205646,0.0125287,-0.17388111,0,,1.0,-0.3682056,0.016757455,0.009051077,0.12272774,"[19.317625, 19.10481]"
30,-0.3682056,0.016757455,0.009051077,0.12272774,1,,1.0,-0.36787045,0.21174857,0.011505632,-0.16708598,"[18.952019, 19.355385]"
30,-0.36787045,0.21174857,0.011505632,-0.16708598,0,,1.0,-0.36363548,0.016463833,0.008163912,0.12920432,"[19.321354, 19.113281]"
30,-0.36363548,0.016463833,0.008163912,0.12920432,1,,1.0,-0.3633062,0.21146789,0.010747999,-0.16089185,"[18.96643, 19.374807]"
30,-0.3633062,0.21146789,0.010747999,-0.16089185,0,,1.0,-0.35907686,0.016193729,0.0075301616,0.13516232,"[19.32511, 19.121498]"
30,-0.35907686,0.016193729,0.0075301616,0.13516232,1,,1.0,-0.35875297,0.21120702,0.010233408,-0.15513547,"[18.974783, 19.394255]"
30,-0.35875297,0.21120702,0.010233408,-0.15513547,0,,1.0,-0.35452884,0.01594005,0.0071306988,0.14075822,"[19.324055, 19.12463]"
30,-0.35452884,0.01594005,0.0071306988,0.14075822,1,,1.0,-0.35421005,0.21095915,0.009945863,-0.14966659,"[18.974636, 19.406109]"
30,-0.35421005,0.21095915,0.009945863,-0.14966659,0,,1.0,-0.34999084,0.015696203,0.006952531,0.14613737,"[19.317514, 19.122372]"
30,-0.34999084,0.015696203,0.006952531,0.14613737,1,,1.0,-0.34967694,0.2107179,0.009875279,-0.14434408,"[18.964626, 19.408236]"
30,-0.34967694,0.2107179,0.009875279,-0.14434408,0,,1.0,-0.34546256,0.015455929,0.0069883973,0.1514379,"[19.309473, 19.11922]"
30,-0.34546256,0.015455929,0.0069883973,0.1514379,1,,1.0,-0.34515345,0.21047711,0.010017155,-0.13903219,"[18.95247, 19.409494]"
30,-0.34515345,0.21047711,0.010017155,-0.13903219,0,,1.0,-0.3409439,0.015213139,0.0072365114,0.15679409,"[19.298473, 19.113459]"
30,-0.3409439,0.015213139,0.0072365114,0.15679409,1,,1.0,-0.34063965,0.21023074,0.010372393,-0.13359714,"[18.93886, 19.405485]"
30,-0.34063965,0.21023074,0.010372393,-0.13359714,0,,1.0,-0.33643502,0.01496176,0.0077004503,0.16234,"[19.288519, 19.10869]"
30,-0.33643502,0.01496176,0.0077004503,0.16234,1,,1.0,-0.3361358,0.20997263,0.010947251,-0.12790371,"[18.923306, 19.399805]"
30,-0.3361358,0.20997263,0.010947251,-0.12790371,0,,1.0,-0.33193633,0.01469558,0.008389176,0.16821273,"[19.278904, 19.108557]"
30,-0.33193633,0.01469558,0.008389176,0.16821273,1,,1.0,-0.33164242,0.20969646,0.011753431,-0.12181189,"[18.905079, 19.393085]"
30,-0.33164242,0.20969646,0.011753431,-0.12181189,0,,1.0,-0.32744852,0.0144080985,0.009317193,0.17455584,"[19.269394, 19.11045]"
30,-0.32744852,0.0144080985,0.009317193,0.17455584,1,,1.0,-0.32716033,0.20939547,0.01280831,-0.11517332,"[18.882427, 19.383345]"
30,-0.32716033,0.20939547,0.01280831,-0.11517332,0,,1.0,-0.32297245,0.0140923625,0.010504844,0.18152286,"[19.25923, 19.113169]"
30,-0.32297245,0.0140923625,0.010504844,0.18152286,1,,1.0,-0.32269058,0.20906243,0.0141353,-0.107827745,"[18.853748, 19.370136]"
30,-0.32269058,0.20906243,0.0141353,-0.107827745,0,,1.0,-0.31850934,0.013740804,0.011978745,0.18928108,"[19.243954, 19.113218]"
30,-0.31850934,0.013740804,0.011978745,0.18928108,1,,1.0,-0.31823453,0.20868935,0.015764367,-0.09959911,"[18.810154, 19.346935]"
30,-0.31823453,0.20868935,0.015764367,-0.09959911,0,,1.0,-0.31406075,0.013345058,0.013772385,0.19801545,"[19.222996, 19.111965]"
30,-0.31406075,0.013345058,0.013772385,0.19801545,1,,1.0,-0.31379384,0.20826735,0.017732695,-0.090291284,"[18.744856, 19.30994]"
30,-0.31379384,0.20826735,0.017732695,-0.090291284,0,,1.0,-0.3096285,0.012895765,0.015926868,0.20793314,"[19.200378, 19.111778]"
30,-0.3096285,0.012895765,0.015926868,0.20793314,1,,1.0,-0.30937058,0.2077864,0.02008553,-0.07968342,"[18.66762, 19.26423]"
30,-0.30937058,0.2077864,0.02008553,-0.07968342,0,,1.0,-0.30521485,0.012382356,0.018491862,0.21926826,"[19.177254, 19.112745]"
30,-0.30521485,0.012382356,0.018491862,0.21926826,1,,1.0,-0.3049672,0.20723516,0.022877228,-0.06752467,"[18.576813, 19.207987]"
30,-0.3049672,0.20723516,0.022877228,-0.06752467,0,,1.0,-0.3008225,0.011792815,0.021526735,0.23228745,"[19.152397, 19.114668]"
30,-0.3008225,0.011792815,0.021526735,0.23228745,1,,1.0,-0.30058664,0.20660067,0.026172483,-0.053528253,"[18.469954, 19.141922]"
30,-0.30058664,0.20660067,0.026172483,-0.053528253,0,,1.0,-0.2964546,0.011113403,0.025101919,0.24729605,"[19.126287, 19.115845]"
30,-0.2964546,0.011113403,0.025101919,0.24729605,1,,1.0,-0.29623234,0.20586802,0.03004784,-0.03736467,"[18.370249, 19.10009]"
30,-0.29623234,0.20586802,0.03004784,-0.03736467,1,,1.0,-0.292115,0.4005465,0.029300546,-0.32041782,"[19.092134, 19.111118]"
30,-0.292115,0.4005465,0.029300546,-0.32041782,0,,1.0,-0.28410405,0.20501979,0.02289219,-0.018640509,"[19.105639, 19.063663]"
30,-0.28410405,0.20501979,0.02289219,-0.018640509,0,,1.0,-0.28000367,0.009577139,0.02251938,0.28117636,"[19.127342, 19.122282]"
30,-0.28000367,0.009577139,0.02251938,0.28117636,1,,1.0,-0.27981213,0.20437075,0.028142907,-0.004319832,"[18.291506, 19.075506]"
30,-0.27981213,0.20437075,0.028142907,-0.004319832,1,,1.0,-0.2757247,0.399078,0.02805651,-0.28799218,"[19.059313, 19.090298]"
30,-0.2757247,0.399078,0.02805651,-0.28799218,0,,1.0,-0.26774314,0.20356745,0.022296667,0.013405822,"[19.063438, 19.048944]"
